 num     #instances         #bytes  class name (module)
3826:             2            112  com.fasterxml.jackson.databind.cfg.BaseSettings
3827:             7            112  com.google.common.cache.CacheLoader$SupplierToCacheLoader
3828:             2            112  com.intellij.codeInspection.javaDoc.JavaDocLocalInspection
3829:             7            112  com.intellij.credentialStore.kdbx.ConstantValueCreator
3830:             7            112  com.intellij.debugger.streams.lib.impl.LibrarySupportBase$interpreterFactory$1
3831:             7            112  com.intellij.debugger.streams.lib.impl.LibrarySupportBase$resolverFactory$1
3832:             2            112  com.intellij.execution.ExecutorRegistryImpl$ExecutorGroupActionGroup
3833:             2            112  com.intellij.ide.actions.PopupInMainMenuActionGroup
3834:             7            112  com.intellij.ide.projectView.impl.AbstractProjectViewPane$$Lambda$3113/0x0000000801dc7840
3835:             7            112  com.intellij.ide.projectView.impl.AbstractProjectViewPane$1
3836:             1            112  com.intellij.lang.javascript.flex.run.FlashRunnerParameters
3837:             1            112  com.intellij.lang.typescript.compiler.TypeScriptCompilerSettingsState
3838:             7            112  com.intellij.openapi.actionSystem.impl.ActionToolbarImpl$5
3839:             1            112  com.intellij.openapi.application.impl.ApplicationImpl
3840:             2            112  com.intellij.openapi.command.impl.CommandMerger
3841:             2            112  com.intellij.openapi.editor.impl.CaretModelImpl
3842:             2            112  com.intellij.openapi.editor.impl.FoldingModelImpl
3843:             2            112  com.intellij.openapi.editor.impl.FoldingModelImpl$MyMarkerTree
3844:             2            112  com.intellij.openapi.editor.impl.view.TextLayoutCache$1
3845:             7            112  com.intellij.openapi.externalSystem.ModuleOptionDelegate
3846:             7            112  com.intellij.openapi.ui.ShadowAction$2
3847:             2            112  com.intellij.openapi.vcs.actions.VcsActionGroup
3848:             2            112  com.intellij.openapi.vcs.changes.ChangeListChange
3849:             2            112  com.intellij.openapi.wm.impl.PaintersHelper$1
3850:             2            112  com.intellij.platform.templates.LocalArchivedTemplate
3851:             2            112  com.intellij.psi.impl.PsiManagerImpl
3852:             1            112  com.intellij.scala.play.language.parser.tokens.Play2ASTTokens$
3853:             2            112  com.intellij.ui.tabs.impl.JBTabsImpl$AccessibleTabPage
3854:             1            112  com.intellij.util.indexing.FileBasedIndexImpl
3855:             7            112  com.intellij.util.text.SyncDateFormat
3856:             7            112  com.intellij.util.ui.BaseButtonBehavior$MyMouseMotionListener
3857:             2            112  com.intellij.util.ui.ButtonlessScrollBarUI$10
3858:             2            112  com.intellij.util.ui.ButtonlessScrollBarUI$11
3859:             2            112  com.intellij.util.ui.ButtonlessScrollBarUI$12
3860:             7            112  com.intellij.velocity.psi.VtlExpressionTypeCalculator$BooleanExpressionTypeCalculator
3861:             2            112  com.intellij.xdebugger.impl.breakpoints.XBreakpointBase
3862:             2            112  com.jetbrains.plugins.webDeployment.actions.DeploymentActionGroup
3863:             7            112  com.sun.proxy.$Proxy60
3864:             2            112  com.sun.security.sasl.gsskerb.JdkSASL$ProviderService (jdk.security.jgss@11.0.7)
3865:             1            112  com.sun.webkit.WebPage (javafx.web@11.0.7)
3866:             2            112  freemarker.ext.beans.ClassIntrospector
3867:             2            112  git4idea.actions.GitMenu
3868:             2            112  io.netty.channel.DefaultChannelHandlerContext
3869:             2            112  io.netty.channel.DefaultChannelPipeline$TailContext
3870:             1            112  java.awt.image.ComponentColorModel (java.desktop@11.0.7)
3871:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLIILL (java.base@11.0.7)
3872:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLLLLII (java.base@11.0.7)
3873:             2            112  java.nio.DirectIntBufferRU (java.base@11.0.7)
3874:             7            112  java.util.concurrent.CopyOnWriteArraySet (java.base@11.0.7)
3875:             7            112  java.util.concurrent.SynchronousQueue$TransferStack (java.base@11.0.7)
3876:             2            112  javafx.scene.Node$MiscProperties$10 (javafx.graphics@11.0.7)
3877:             7            112  javax.swing.text.StyleConstants$CharacterConstants (java.desktop@11.0.7)
3878:             7            112  jdk.internal.loader.ClassLoaderValue (java.base@11.0.7)
3879:             1            112  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@11.0.7)
3880:             1            112  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@11.0.7)
3881:             2            112  jdk.internal.ref.CleanerImpl$SoftCleanableRef (java.base@11.0.7)
3882:             2            112  org.jetbrains.idea.svn.actions.SubversionGroup
3883:             7            112  org.jetbrains.kotlin.idea.inspections.collections.AbstractUselessCallInspection$Conversion
3884:             7            112  org.jetbrains.kotlin.platform.TargetPlatform
3885:             7            112  org.jetbrains.kotlin.tools.projectWizard.GeneratedIdentificator
3886:             2            112  org.jetbrains.plugins.grails.actions.GrailsActionGroup
3887:             1            112  org.jetbrains.sbt.Sbt$
3888:             2            112  org.languagetool.rules.en.avs.AvsAnRule
3889:             2            112  scala.collection.immutable.Vector
3890:             2            112  sun.font.CMap$CMapFormat4 (java.desktop@11.0.7)
3891:             2            112  sun.java2d.loops.MaskFill$General (java.desktop@11.0.7)
3892:             2            112  sun.java2d.opengl.OGLGeneralBlit (java.desktop@11.0.7)
3893:             2            112  sun.java2d.opengl.OGLSurfaceToSwBlit (java.desktop@11.0.7)
3894:             2            112  sun.lwawt.macosx.CCustomCursor (java.desktop@11.0.7)
3895:             2            112  sun.lwawt.macosx.CPlatformView (java.desktop@11.0.7)
3896:             7            112  sun.rmi.server.UnicastRef (java.rmi@11.0.7)
3897:             2            112  sun.security.jgss.SunProvider$ProviderService (java.security.jgss@11.0.7)
3898:             2            104  [Lcom.google.common.collect.ImmutableMapEntry;
3899:             1            104  [Lcom.intellij.execution.BeforeRunTaskProvider;
3900:             4            104  [Lcom.intellij.openapi.roots.OrderRootType;
3901:             1            104  [Lcom.sun.javafx.cursor.CursorType; (javafx.graphics@11.0.7)
3902:             2            104  [Ljavafx.css.CssMetaData; (javafx.graphics@11.0.7)
3903:             2            104  [Lorg.jetbrains.plugins.grails.util.GrailsArtifact;
3904:             1            104  [Lsun.security.ssl.SSLHandshake; (java.base@11.0.7)
3905:             1            104  [Lsun.security.ssl.SignatureScheme; (java.base@11.0.7)
3906:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@11.0.7)
3907:             1            104  com.android.tools.idea.gradle.project.sync.GradleSyncState
3908:             1            104  com.intellij.openapi.fileTypes.impl.FileTypeManagerImpl
3909:             1            104  com.intellij.openapi.roots.ui.configuration.projectRoot.ModuleStructureConfigurable
3910:             1            104  com.intellij.openapi.vcs.ExternallyAddedFilesProcessorImpl
3911:             1            104  com.intellij.openapi.vcs.ex.ChangelistsLocalLineStatusTracker
3912:             1            104  com.intellij.openapi.vfs.newvfs.RefreshProgress
3913:             1            104  com.intellij.psi.stubs.StubUpdatingIndex$MyIndex
3914:             1            104  com.intellij.util.lang.UrlClassLoader
3915:             1            104  com.intellij.util.lang.UrlClassLoader
3916:             1            104  com.sun.scenario.animation.AnimationPulse (javafx.graphics@11.0.7)
3917:             1            104  git4idea.repo.GitRepositoryFiles
3918:             1            104  javafx.scene.web.WebEngine (javafx.web@11.0.7)
3919:             1            104  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor
3920:             1            104  org.jetbrains.kotlin.idea.configuration.KotlinGradleMobileMultiplatformModuleBuilder
3921:             1            104  org.jetbrains.kotlin.idea.configuration.KotlinGradleMobileSharedMultiplatformModuleBuilder
3922:             1            104  org.jetbrains.kotlin.idea.configuration.KotlinGradleSharedMultiplatformModuleBuilder
3923:             1            104  sun.font.CFontConfiguration (java.desktop@11.0.7)
3924:             2             96  [Lcom.android.tools.idea.res.ResourceNotificationManager$Reason;
3925:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory;
3926:             1             96  [Lcom.intellij.diagnostic.ActivityCategory;
3927:             1             96  [Lcom.intellij.diagram.DiagramProvider;
3928:             1             96  [Lcom.intellij.grazie.jlanguage.Lang;
3929:             1             96  [Lcom.intellij.ide.b.r;
3930:             3             96  [Lcom.intellij.ide.projectView.ProjectViewNodeDecorator;
3931:             1             96  [Lcom.intellij.microservices.EndpointsProvider;
3932:             2             96  [Lcom.intellij.openapi.editor.FoldRegion;
3933:             2             96  [Lcom.intellij.openapi.editor.colors.EditorFontType;
3934:             1             96  [Lcom.intellij.openapi.extensions.KeyedFactoryEPBean;
3935:             1             96  [Lcom.intellij.openapi.vfs.impl.VirtualFileManagerImpl$VirtualFileSystemBean;
3936:             1             96  [Lcom.intellij.psi.codeStyle.CodeStyleSettingsProvider;
3937:             1             96  [Lcom.intellij.ui.breadcrumbs.BreadcrumbsProvider;
3938:             1             96  [Lcom.intellij.ui.tree.ui.TreeAction;
3939:             4             96  [Lcom.intellij.util.containers.ConcurrentIntObjectHashMap$CounterCell;
3940:             1             96  [Lcom.jetbrains.b.a.c;
3941:             2             96  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State; (java.xml@11.0.7)
3942:             1             96  [Lcom.sun.scenario.effect.Blend$Mode; (javafx.graphics@11.0.7)
3943:             3             96  [Lfreemarker.core.TemplateElement;
3944:             2             96  [Ljava.lang.System$Logger$Level; (java.base@11.0.7)
3945:             3             96  [Ljava.lang.invoke.LambdaFormEditor$Transform; (java.base@11.0.7)
3946:             2             96  [Ljava.time.DayOfWeek; (java.base@11.0.7)
3947:             2             96  [Lkotlin.reflect.jvm.internal.impl.builtins.PrimitiveType;
3948:             2             96  [Lkotlin.reflect.jvm.internal.impl.builtins.PrimitiveType;
3949:             2             96  [Lkotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class$Kind;
3950:             1             96  [Lorg.apache.xerces.impl.xpath.regex.RegularExpression;
3951:             2             96  [Lorg.jetbrains.kotlin.builtins.PrimitiveType;
3952:             4             96  [Lorg.jetbrains.kotlin.name.FqName;
3953:             2             96  [Lorg.jetbrains.plugins.textmate.Constants$StringKey;
3954:             2             96  [Lorg.languagetool.tagging.disambiguation.rules.DisambiguationPatternRule$DisambiguatorAction;
3955:             2             96  [Lorg.zmlx.hg4idea.HgFileStatusEnum;
3956:             1             96  [Lsun.font.CompositeFont; (java.desktop@11.0.7)
3957:             1             96  [Lsun.font.FileFont; (java.desktop@11.0.7)
3958:             3             96  apple.laf.JRSUIConstants$AlignmentHorizontal (java.desktop@11.0.7)
3959:             3             96  apple.laf.JRSUIConstants$AlignmentVertical (java.desktop@11.0.7)
3960:             1             96  apple.security.AppleProvider (java.base@11.0.7)
3961:             1             96  com.android.tools.idea.testartifacts.instrumented.AndroidTestRunConfiguration
3962:             4             96  com.android.tools.lint.detector.api.TextFormat
3963:             3             96  com.apple.eawt.event.GestureHandler (java.desktop@11.0.7)
3964:             4             96  com.apple.laf.AquaPainter$AquaSingleImagePainter (java.desktop@11.0.7)
3965:             2             96  com.apple.laf.AquaTextPaneUI (java.desktop@11.0.7)
3966:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
3967:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
3968:             6             96  com.fasterxml.jackson.databind.ser.std.ToStringSerializer
3969:             4             96  com.google.common.base.AbstractIterator$State
3970:             4             96  com.google.common.base.AbstractIterator$State
3971:             4             96  com.google.common.collect.AbstractIterator$State
3972:             4             96  com.google.common.collect.ImmutableMapEntry
3973:             6             96  com.google.gson.TypeAdapter$1
3974:             3             96  com.google.gson.internal.bind.ReflectiveTypeAdapterFactory
3975:             4             96  com.google.wireless.android.sdk.stats.StudioToolWindowActionStats$EventType
3976:             6             96  com.intellij.analysis.BaseAnalysisAction$$Lambda$1120/0x0000000800d6f840
3977:             6             96  com.intellij.analysis.BaseAnalysisAction$$Lambda$1121/0x0000000800d6fc40
3978:             4             96  com.intellij.codeHighlighting.TextEditorHighlightingPassRegistrar$Anchor
3979:             6             96  com.intellij.codeInsight.CharTailType
3980:             1             96  com.intellij.codeInsight.daemon.impl.DaemonCodeAnalyzerImpl$MyDaemonProgressIndicator
3981:             2             96  com.intellij.codeInsight.daemon.impl.SeverityRegistrar$OrderMap
3982:             4             96  com.intellij.codeInsight.daemon.impl.analysis.FileHighlightingSetting
3983:             4             96  com.intellij.codeInsight.generation.GenerateGetterHandler
3984:             4             96  com.intellij.codeInsight.generation.GenerateSetterHandler
3985:             4             96  com.intellij.codeInsight.lookup.impl.actions.ChooseItemAction$Handler
3986:             4             96  com.intellij.codeInsight.navigation.CtrlMouseHandler$BrowseMode
3987:             4             96  com.intellij.codeInspection.ex.InspectionProfileImpl$2
3988:             2             96  com.intellij.codeInspection.unusedSymbol.UnusedSymbolLocalInspection
3989:             3             96  com.intellij.coldFusion.model.formatter.CfmlCodeStyleSettings
3990:             4             96  com.intellij.configurationStore.TypeMarker
3991:             4             96  com.intellij.configurationStore.schemeManager.SchemeFileTracker
3992:             4             96  com.intellij.configurationStore.schemeManager.SchemeManagerFactoryBase$ProjectSchemeManagerFactory$createFileChangeSubscriber$1
3993:             2             96  com.intellij.database.csv.CsvRecordFormat
3994:             2             96  com.intellij.database.csv.PersistentCsvFormat$Record
3995:             4             96  com.intellij.database.dataSource.DataSourceStorage$Format
3996:             4             96  com.intellij.database.dataSource.LocalDataSource$Storage
3997:             3             96  com.intellij.database.run.actions.TransactionAction$TxIsolation
3998:             3             96  com.intellij.database.settings.DatabaseSettings$ExecOption
3999:             4             96  com.intellij.database.util.Casing
4000:             3             96  com.intellij.debugger.streams.lib.impl.ParallelOperation
4001:             3             96  com.intellij.debugger.streams.lib.impl.StandardLibrarySupport
4002:             6             96  com.intellij.debugger.streams.trace.impl.interpret.CollectIdentityTraceInterpreter
4003:             6             96  com.intellij.diagram.BaseDiagramProvider$1
4004:             6             96  com.intellij.diagram.DiagramAction$$Lambda$1134/0x0000000800daf840
4005:             4             96  com.intellij.dmserver.artifacts.plan.DMArtifactElementType
4006:             4             96  com.intellij.dmserver.facet.DMUnitType
4007:             4             96  com.intellij.execution.InputRedirectAware$InputRedirectOptionsImpl
4008:             4             96  com.intellij.execution.configurations.RunConfigurationModule
4009:             4             96  com.intellij.execution.configurations.RunConfigurationSingletonPolicy
4010:             4             96  com.intellij.execution.dashboard.RunDashboardRunConfigurationStatus
4011:             4             96  com.intellij.execution.process.ProcessHandler$State
4012:             3             96  com.intellij.find.findUsages.JavaPackageFindUsagesOptions
4013:             3             96  com.intellij.find.findUsages.JavaThrowFindUsagesOptions
4014:             3             96  com.intellij.find.findUsages.JavaVariableFindUsagesOptions
4015:             3             96  com.intellij.flex.model.bc.OutputType
4016:             6             96  com.intellij.formatting.Indent$Type
4017:             6             96  com.intellij.grazie.grammar.strategy.impl.RuleGroup
4018:             6             96  com.intellij.ide.actions.CreateTemplateInPackageAction$$Lambda$1047/0x0000000800c2f840
4019:             4             96  com.intellij.ide.diff.DirDiffSettings$CompareMode
4020:             2             96  com.intellij.ide.dnd.DnDSupport
4021:             4             96  com.intellij.ide.navigationToolbar.NavBarPanel$2
4022:             4             96  com.intellij.ide.plugins.PluginNode$Status
4023:             1             96  com.intellij.ide.projectView.impl.nodes.ExternalLibrariesNode
4024:             1             96  com.intellij.ide.projectView.impl.nodes.NamedLibraryElementNode
4025:             1             96  com.intellij.ide.projectView.impl.nodes.ProjectViewProjectNode
4026:             2             96  com.intellij.ide.projectWizard.ProjectTemplateList$2
4027:             1             96  com.intellij.ide.scratch.ScratchProjectViewPane$MyProjectNode
4028:             3             96  com.intellij.ide.ui.AntialiasingType
4029:             4             96  com.intellij.internal.statistic.collectors.fus.actions.persistence.ToolWindowCollector$ToolWindowEventType
4030:             3             96  com.intellij.internal.statistic.configurable.SendPeriod
4031:             2             96  com.intellij.javascript.nodejs.interpreter.local.NodeJsLocalInterpreter
4032:             4             96  com.intellij.javascript.nodejs.util.NodePackageRef
4033:             3             96  com.intellij.json.formatter.JsonCodeStyleSettings$PropertyAlignment
4034:             4             96  com.intellij.lang.BracePair
4035:             4             96  com.intellij.lang.javascript.flex.run.FlashRunnerParameters$AirMobileRunTarget
4036:             3             96  com.intellij.lang.javascript.inspections.JSEqualityComparisonWithCoercionInspection$Severity
4037:             4             96  com.intellij.lang.javascript.linter.FilesMirror
4038:             4             96  com.intellij.lang.javascript.psi.ecmal4.JSAttributeList$AccessType
4039:             3             96  com.intellij.lang.properties.psi.codeStyle.PropertiesCodeStyleSettings
4040:             4             96  com.intellij.microservices.EndpointsViewListener$ChangeType
4041:             3             96  com.intellij.microservices.url.references.UrlPathReferenceInjector
4042:             4             96  com.intellij.notification.NotificationDisplayType
4043:             4             96  com.intellij.openapi.actionSystem.ActionToolbarPosition
4044:             2             96  com.intellij.openapi.actionSystem.EmptyAction$DelegatingCompactActionGroup
4045:             2             96  com.intellij.openapi.actionSystem.ex.ComboBoxAction$ComboBoxButton$MyButtonModel
4046:             4             96  com.intellij.openapi.components.RoamingType
4047:             2             96  com.intellij.openapi.diagnostic.FrequentEventDetector
4048:             4             96  com.intellij.openapi.editor.Inlay$Placement
4049:             4             96  com.intellij.openapi.editor.VisualPosition
4050:             4             96  com.intellij.openapi.editor.actions.DeleteToWordBoundaryHandler
4051:             6             96  com.intellij.openapi.editor.colors.impl.AbstractColorsScheme$$Lambda$491/0x0000000800594c40
4052:             4             96  com.intellij.openapi.editor.colors.impl.TextAttributesReader$FontStyle
4053:             2             96  com.intellij.openapi.editor.ex.util.LexerEditorHighlighter
4054:             3             96  com.intellij.openapi.editor.impl.ComplementaryFontsRegistry$FallBackInfo
4055:             2             96  com.intellij.openapi.editor.impl.EditorImpl$ScrollingTimer
4056:             2             96  com.intellij.openapi.editor.impl.FoldRegionsTree$CachedData
4057:             4             96  com.intellij.openapi.editor.impl.FoldingModelImpl$$Lambda$3448/0x0000000801ffac40
4058:             2             96  com.intellij.openapi.editor.impl.InlayModelImpl
4059:             2             96  com.intellij.openapi.editor.impl.InlayModelImpl$AfterLineEndElementTree
4060:             2             96  com.intellij.openapi.editor.impl.InlayModelImpl$BlockElementsTree
4061:             2             96  com.intellij.openapi.editor.impl.InlayModelImpl$InlineElementsTree
4062:             3             96  com.intellij.openapi.editor.impl.RangeMarkerImpl
4063:             2             96  com.intellij.openapi.editor.impl.ScrollingModelImpl
4064:             2             96  com.intellij.openapi.editor.impl.softwrap.TextBasedSoftWrapPainter
4065:             4             96  com.intellij.openapi.editor.toolbar.floating.AbstractFloatingToolbarProvider$register$1
4066:             4             96  com.intellij.openapi.editor.toolbar.floating.VisibilityController$State
4067:             4             96  com.intellij.openapi.extensions.ExtensionPointUtil$1
4068:             4             96  com.intellij.openapi.extensions.impl.ExtensionsAreaImpl
4069:             4             96  com.intellij.openapi.fileEditor.FileEditorPolicy
4070:             3             96  com.intellij.openapi.fileEditor.impl.LoadTextUtil$SevenBitCharset
4071:             2             96  com.intellij.openapi.fileEditor.impl.text.AsyncEditorLoader
4072:             6             96  com.intellij.openapi.fileEditor.impl.text.EditorHighlighterUpdater$3
4073:             4             96  com.intellij.openapi.keymap.impl.WeakKeymapManagerListener
4074:             4             96  com.intellij.openapi.project.DumbServiceImpl$State
4075:             4             96  com.intellij.openapi.roots.impl.ProjectRootManagerImpl$BatchSession
4076:             6             96  com.intellij.openapi.roots.ui.configuration.SdkComboBoxBase$1
4077:             6             96  com.intellij.openapi.roots.ui.configuration.SdkListModelBuilder$$Lambda$1456/0x00000008014b6440
4078:             6             96  com.intellij.openapi.roots.ui.configuration.SdkListModelBuilder$$Lambda$1465/0x00000008014b3c40
4079:             1             96  com.intellij.openapi.roots.ui.configuration.projectRoot.FacetStructureConfigurable
4080:             6             96  com.intellij.openapi.ui.ComboBox$2
4081:             4             96  com.intellij.openapi.ui.MasterDetailsComponent$5
4082:             4             96  com.intellij.openapi.ui.MasterDetailsState
4083:             3             96  com.intellij.openapi.ui.MessageType
4084:             6             96  com.intellij.openapi.ui.OnePixelDivider$MyMouseAdapter
4085:             2             96  com.intellij.openapi.ui.ThreeComponentsSplitter$MyFocusTraversalPolicy
4086:             4             96  com.intellij.openapi.ui.popup.Balloon$Position
4087:             4             96  com.intellij.openapi.util.NotNullLazyValue$1
4088:             6             96  com.intellij.openapi.util.RecursionManager$1
4089:             1             96  com.intellij.openapi.vcs.ProjectConfigurationFilesProcessorImpl
4090:             2             96  com.intellij.openapi.vcs.changes.Change
4091:             4             96  com.intellij.openapi.vcs.changes.Change$Type
4092:             3             96  com.intellij.openapi.vcs.changes.actions.ScheduleForAdditionWithIgnoredFilesConfirmationAction
4093:             1             96  com.intellij.openapi.vcs.changes.ignore.IgnoreFilesProcessorImpl
4094:             4             96  com.intellij.openapi.vcs.ex.Range$InnerRange
4095:             4             96  com.intellij.openapi.vcs.impl.FileStatusManagerImpl$3
4096:             4             96  com.intellij.openapi.vfs.CharsetToolkit$GuessedEncoding
4097:             1             96  com.intellij.openapi.vfs.impl.local.NativeFileWatcherImpl$MyProcessHandler
4098:             4             96  com.intellij.openapi.wm.ToolWindowType
4099:             4             96  com.intellij.openapi.wm.impl.KeyState
4100:             4             96  com.intellij.openapi.wm.impl.PaintersHelper
4101:             4             96  com.intellij.openapi.wm.impl.ToolWindowHeader$5
4102:             4             96  com.intellij.openapi.wm.impl.ToolWindowImpl$createContentManager$2
4103:             4             96  com.intellij.openapi.wm.impl.ToolWindowManagerImpl$ToolWindowFocusWatcher$1
4104:             4             96  com.intellij.openapi.wm.impl.ToolWindowProperty
4105:             4             96  com.intellij.openapi.wm.impl.simpleTitleParts.RegistryOption
4106:             4             96  com.intellij.openapi.wm.impl.simpleTitleParts.SimpleTitleInfoProvider$1
4107:             4             96  com.intellij.openapi.wm.impl.status.EditorBasedStatusBarPopup$1
4108:             3             96  com.intellij.openapi.wm.impl.status.EditorBasedStatusBarPopup$WidgetState
4109:             3             96  com.intellij.openapi.wm.impl.status.widget.StatusBarWidgetProviderToFactoryAdapter
4110:             2             96  com.intellij.packageDependencies.DependencyValidationManagerImpl
4111:             4             96  com.intellij.patterns.CollectionPattern
4112:             4             96  com.intellij.patterns.DomElementPattern$Capture
4113:             3             96  com.intellij.patterns.PsiExpressionPattern$2
4114:             4             96  com.intellij.patterns.PsiJavaPatterns$1
4115:             4             96  com.intellij.patterns.PsiMethodPattern$1
4116:             4             96  com.intellij.patterns.StandardPatterns$5
4117:             4             96  com.intellij.patterns.VirtualFilePattern
4118:             4             96  com.intellij.patterns.uast.UCallExpressionPattern$withResolvedMethod$1
4119:             4             96  com.intellij.patterns.uast.UExpressionPattern$callParameter$1
4120:             3             96  com.intellij.platform.ProjectTemplateEP
4121:             4             96  com.intellij.psi.ChunkTag
4122:             6             96  com.intellij.psi.NonClasspathClassFinder$$Lambda$2789/0x0000000801c40840
4123:             6             96  com.intellij.psi.NonClasspathClassFinder$1
4124:             6             96  com.intellij.psi.ReferenceProviderType
4125:             4             96  com.intellij.psi.UElementTypePatternAdapter
4126:             4             96  com.intellij.psi.UElementTypePatternAdapter$condition$1
4127:             4             96  com.intellij.psi.UastReferenceContributorChunk
4128:             2             96  com.intellij.psi.impl.file.impl.FileManagerImpl
4129:             3             96  com.intellij.psi.impl.source.resolve.reference.PsiReferenceRegistrarImpl$1
4130:             6             96  com.intellij.psi.tree.DefaultRoleFinder
4131:             3             96  com.intellij.remoteServer.impl.configuration.deployment.DeployToServerConfigurationType$SingletonTypeConfigurationFactory
4132:             4             96  com.intellij.serviceContainer.ComponentManagerImpl$ContainerState
4133:             3             96  com.intellij.sh.codeStyle.ShCodeStyleSettings
4134:             4             96  com.intellij.spring.boot.model.SpringBootModelConfigFileNameContributor$CustomSettingDescriptor
4135:             3             96  com.intellij.spring.model.actions.GenerateSpringDomElementAction
4136:             3             96  com.intellij.tapestry.intellij.actions.navigation.ClassTemplateNavigation
4137:             4             96  com.intellij.tasks.TaskType
4138:             6             96  com.intellij.testIntegration.BaseGenerateTestSupportMethodAction$MyHandler
4139:             2             96  com.intellij.ui.ColorUtil$1
4140:             2             96  com.intellij.ui.JBCardLayout
4141:             3             96  com.intellij.ui.SpeedSearchBase$5
4142:             1             96  com.intellij.ui.components.JBList$AccessibleJBList
4143:             4             96  com.intellij.ui.components.JBScrollPane$Alignment
4144:             4             96  com.intellij.ui.components.JBScrollPane$Flip
4145:             4             96  com.intellij.ui.components.JBViewport$ViewBorder
4146:             4             96  com.intellij.ui.mac.TouchbarDataKeys$DlgButtonDesc
4147:             4             96  com.intellij.ui.paint.LinePainter2D$StrokeType
4148:             4             96  com.intellij.ui.tabs.JBTabsPosition
4149:             4             96  com.intellij.ui.tree.LeafState
4150:             4             96  com.intellij.ui.tree.TreeVisitor$Action
4151:             6             96  com.intellij.ui.tree.ui.DefaultTreeUI$1
4152:             6             96  com.intellij.ui.tree.ui.DispatchThreadValidator
4153:             1             96  com.intellij.ui.treeStructure.Tree$AccessibleTree
4154:             6             96  com.intellij.ui.treeStructure.Tree$MyFocusListener
4155:             6             96  com.intellij.ui.treeStructure.Tree$MyMouseListener
4156:             4             96  com.intellij.util.Alarm$ThreadToUse
4157:             3             96  com.intellij.util.LineSeparator
4158:             6             96  com.intellij.util.MethodInvocator
4159:             4             96  com.intellij.util.containers.LinkedMultiMap
4160:             2             96  com.intellij.util.containers.ObjectIntHashMap
4161:             4             96  com.intellij.util.containers.ThreadLocalRandom$Tlr
4162:             4             96  com.intellij.util.containers.WeakHashSet
4163:             4             96  com.intellij.util.diff.DiffTree$CompareResult
4164:             4             96  com.intellij.util.indexing.impl.forward.SingleEntryIndexForwardIndexAccessor
4165:             4             96  com.intellij.util.indexing.impl.forward.SingleEntryIndexForwardIndexAccessor$1
4166:             4             96  com.intellij.util.io.BaseDataReader$$Lambda$124/0x0000000800252040
4167:             6             96  com.intellij.util.io.PersistentHashMapValueStorage$ReaderOverRandomAccessFileCache
4168:             4             96  com.intellij.util.io.PoolPageKey
4169:             4             96  com.intellij.util.pico.DefaultPicoContainer$LinkedHashSetWrapper
4170:             4             96  com.intellij.util.text.ImmutableText
4171:             3             96  com.intellij.util.text.SemVer
4172:             6             96  com.intellij.util.ui.AnimatedIcon$2
4173:             6             96  com.intellij.util.ui.JBHtmlEditorKit$1
4174:             4             96  com.intellij.util.ui.UIUtil$ComponentStyle
4175:             2             96  com.intellij.util.ui.UIUtil$GrayFilter$GrayFilterUIResource
4176:             4             96  com.intellij.util.ui.tree.TreeModelAdapter$EventType
4177:             4             96  com.intellij.util.xmlb.CompactCollectionBinding
4178:             1             96  com.intellij.vcs.log.data.VcsLogStorageImpl$MyPersistentBTreeEnumerator
4179:             3             96  com.intellij.vcs.log.data.index.VcsLogFullDetailsIndex$MyIndexExtension
4180:             4             96  com.intellij.vcs.log.data.index.VcsLogPathsIndex$ChangeKind
4181:             4             96  com.intellij.vcs.log.graph.utils.impl.CompressedIntList
4182:             1             96  com.intellij.vcs.log.util.PersistentSetImpl
4183:             6             96  com.intellij.ws.utils.WsReferenceProvidersHelper$PsiReferenceProviderWrapper
4184:             4             96  com.jetbrains.clones.configuration.RestrictedDuplicateScope
4185:             4             96  com.jetbrains.clones.languagescope.JSDuplicateScope
4186:             3             96  com.jetbrains.plugins.webDeployment.config.sftp.HostKeyCheckingLevel
4187:             1             96  com.sun.crypto.provider.SunJCE (java.base@11.0.7)
4188:             3             96  com.sun.javafx.font.PrismCompositeFontResource (javafx.graphics@11.0.7)
4189:             4             96  com.sun.javafx.scene.CssFlags (javafx.graphics@11.0.7)
4190:             4             96  com.sun.javafx.sg.prism.NGShape$Mode (javafx.graphics@11.0.7)
4191:             2             96  com.sun.javafx.sg.prism.NodeEffectInput (javafx.graphics@11.0.7)
4192:             3             96  com.sun.javafx.util.WeakReferenceQueue (javafx.graphics@11.0.7)
4193:             4             96  com.sun.javafx.webkit.UIClientImpl$FileExtensionInfo (javafx.web@11.0.7)
4194:             3             96  com.sun.marlin.OffHeapArray (javafx.graphics@11.0.7)
4195:             1             96  com.sun.net.ssl.internal.ssl.Provider (java.base@11.0.7)
