No dump file specified
 num     #instances         #bytes  class name (module)
1238:             4             96  ch.qos.logback.core.pattern.parser.Token
1239:             4             96  ch.qos.logback.core.subst.Token
1240:             4             96  com.fasterxml.jackson.annotation.JsonCreator$Mode
1241:             4             96  com.fasterxml.jackson.core.JsonFactory$Feature
1242:             4             96  com.fasterxml.jackson.databind.type.TypeBindings$AsKey
1243:             4             96  com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector
1244:             3             96  com.netflix.servo.monitor.BasicTimer$FactorMonitor
1245:             3             96  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$EnumMapping (java.management@14.0.1)
1246:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management@14.0.1)
1247:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager (java.xml@14.0.1)
1248:             3             96  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap (java.xml@14.0.1)
1249:             2             96  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack (java.xml@14.0.1)
1250:             1             96  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor (java.xml@14.0.1)
1251:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml@14.0.1)
1252:             6             96  com.sun.proxy.$Proxy15
1253:             6             96  com.sun.proxy.$Proxy47
1254:             6             96  com.sun.proxy.$Proxy84
1255:             4             96  io.micrometer.core.instrument.MeterRegistry$$Lambda$460/0x0000000800fa3440
1256:             4             96  io.micrometer.core.instrument.MeterRegistry$1
1257:             6             96  io.micrometer.core.instrument.binder.jvm.JvmThreadMetrics$$Lambda$452/0x0000000800fa1040
1258:             3             96  java.io.FileOutputStream (java.base@14.0.1)
1259:             3             96  java.lang.Runtime$Version (java.base@14.0.1)
1260:             4             96  java.lang.StringCoding$Result (java.base@14.0.1)
1261:             4             96  java.lang.ThreadLocal$ThreadLocalMap (java.base@14.0.1)
1262:             3             96  java.lang.WeakPairMap$Pair$Weak$1 (java.base@14.0.1)
1263:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@14.0.1)
1264:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@14.0.1)
1265:             4             96  java.lang.invoke.StringConcatFactory$RecipeElement (java.base@14.0.1)
1266:             4             96  java.lang.module.ModuleDescriptor$Modifier (java.base@14.0.1)
1267:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@14.0.1)
1268:             3             96  java.security.BasicPermissionCollection (java.base@14.0.1)
1269:             4             96  java.text.Normalizer$Form (java.base@14.0.1)
1270:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@14.0.1)
1271:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@14.0.1)
1272:             4             96  java.time.format.FormatStyle (java.base@14.0.1)
1273:             6             96  java.util.Collections$UnmodifiableCollection (java.base@14.0.1)
1274:             6             96  java.util.Optional (java.base@14.0.1)
1275:             3             96  java.util.Random (java.base@14.0.1)
1276:             4             96  java.util.concurrent.LinkedBlockingQueue$Node (java.base@14.0.1)
1277:             1             96  java.util.jar.JarFile$JarFileEntry (java.base@14.0.1)
1278:             3             96  java.util.logging.LogManager$4 (java.logging@14.0.1)
1279:             3             96  java.util.logging.LogManager$LoggerContext$1 (java.logging@14.0.1)
1280:             6             96  java.util.regex.Pattern$CharPredicate$$Lambda$169/0x0000000800c93840 (java.base@14.0.1)
1281:             4             96  java.util.regex.Pattern$Qtype (java.base@14.0.1)
1282:             4             96  java.util.regex.Pattern$TreeInfo (java.base@14.0.1)
1283:             4             96  java.util.stream.StreamShape (java.base@14.0.1)
1284:             4             96  javax.annotation.meta.When
1285:             3             96  javax.management.MBeanConstructorInfo (java.management@14.0.1)
1286:             4             96  javax.management.ObjectName$PatternProperty (java.management@14.0.1)
1287:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@14.0.1)
1288:             3             96  jdk.internal.loader.BuiltinClassLoader$1 (java.base@14.0.1)
1289:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@14.0.1)
1290:             4             96  jdk.internal.logger.BootstrapLogger$LoggingBackend (java.base@14.0.1)
1291:             2             96  org.apache.catalina.mbeans.NamingResourcesMBean
1292:             4             96  org.apache.catalina.webresources.EmptyResource
1293:             4             96  org.apache.commons.logging.LogAdapter$LogApi
1294:             3             96  org.apache.tomcat.util.collections.SynchronizedQueue
1295:             4             96  org.apache.tomcat.util.digester.ArrayStack
1296:             3             96  org.apache.tomcat.util.http.ConcurrentDateFormat
1297:             4             96  org.apache.tomcat.util.net.AbstractEndpoint$BindState
1298:             4             96  org.apache.tomcat.util.net.Acceptor$AcceptorState
1299:             2             96  org.apache.tomcat.util.net.NioEndpoint$Poller
1300:             1             96  org.apache.tomcat.util.threads.ThreadPoolExecutor
1301:             1             96  org.apache.tomcat.websocket.server.WsServerContainer
1302:             2             96  org.springframework.aop.framework.AdvisedSupport
1303:             4             96  org.springframework.aop.support.DefaultPointcutAdvisor
1304:             3             96  org.springframework.aop.target.SimpleBeanTargetSource
1305:             2             96  org.springframework.beans.factory.NoSuchBeanDefinitionException
1306:             2             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1307:             4             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$262/0x0000000800dab040
1308:             4             96  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$$Lambda$263/0x0000000800dab440
1309:             3             96  org.springframework.beans.factory.support.ConstructorResolver$ArgumentsHolder
1310:             4             96  org.springframework.boot.actuate.autoconfigure.metrics.JvmMetricsAutoConfiguration$$EnhancerBySpringCGLIB$$a644d74b$$FastClassBySpringCGLIB$$b39ceec0
1311:             4             96  org.springframework.boot.actuate.autoconfigure.metrics.JvmMetricsAutoConfiguration$$FastClassBySpringCGLIB$$4a37b84f
1312:             4             96  org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration$$EnhancerBySpringCGLIB$$6799725f$$FastClassBySpringCGLIB$$dac0dfc3
1313:             4             96  org.springframework.boot.actuate.autoconfigure.metrics.web.servlet.WebMvcMetricsAutoConfiguration$$FastClassBySpringCGLIB$$5e8884e3
1314:             4             96  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$1
1315:             3             96  org.springframework.boot.actuate.endpoint.annotation.EndpointDiscoverer$ExtensionBean
1316:             4             96  org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$OperationHandler
1317:             4             96  org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$ServletWebOperationAdapter
1318:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$d36327d3$$FastClassBySpringCGLIB$$bf7df1e2
1319:             4             96  org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$FastClassBySpringCGLIB$$e2017fd7
1320:             1             96  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat
1321:             4             96  org.springframework.boot.context.properties.source.SpringConfigurationPropertySource
1322:             4             96  org.springframework.boot.context.properties.source.SpringConfigurationPropertySources
1323:             4             96  org.springframework.cglib.core.Block
1324:             2             96  org.springframework.cglib.reflect.FastClassEmitter
1325:             4             96  org.springframework.cglib.reflect.FastClassEmitter$GetIndexCallback
1326:             4             96  org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration$$EnhancerBySpringCGLIB$$51441891$$FastClassBySpringCGLIB$$bfaf2f9f
1327:             4             96  org.springframework.cloud.netflix.ribbon.RibbonAutoConfiguration$$FastClassBySpringCGLIB$$1a77d6d5
1328:             6             96  org.springframework.context.annotation.AnnotationBeanNameGenerator
1329:             4             96  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$$Lambda$260/0x0000000800dab840
1330:             4             96  org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$$Lambda$261/0x0000000800dabc40
1331:             2             96  org.springframework.context.annotation.ConfigurationClassEnhancer$BeanFactoryAwareGeneratorStrategy$1
1332:             4             96  org.springframework.context.annotation.ScopedProxyMode
1333:             4             96  org.springframework.context.support.ApplicationListenerDetector
1334:             4             96  org.springframework.core.OrderComparator$$Lambda$267/0x0000000800da9840
1335:             4             96  org.springframework.core.env.PropertySource$ComparisonPropertySource
1336:             4             96  org.springframework.core.env.PropertySource$StubPropertySource
1337:             6             96  org.springframework.format.datetime.joda.ReadablePartialPrinter
1338:             4             96  org.springframework.http.converter.ResourceRegionHttpMessageConverter
1339:             3             96  org.springframework.http.converter.xml.SourceHttpMessageConverter
1340:             1             96  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor
1341:             4             96  org.springframework.util.ConcurrentReferenceHashMap$TaskOption
1342:             4             96  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1343:             3             96  org.springframework.web.servlet.mvc.method.RequestMappingInfo$BuilderConfiguration
1344:             1             96  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1345:             3             96  org.springframework.web.servlet.resource.PathResourceResolver
1346:             4             96  org.yaml.snakeyaml.nodes.NodeId
1347:             1             96  sun.nio.ch.ServerSocketChannelImpl (java.base@14.0.1)
1348:             1             96  sun.security.jca.ProviderList$1 (java.base@14.0.1)
1349:             1             96  sun.security.provider.Sun (java.base@14.0.1)
1350:             2             88  [Ljava.nio.file.attribute.PosixFilePermission; (java.base@14.0.1)
1351:             4             88  [Lorg.apache.catalina.connector.Connector;
1352:             1             88  [Lorg.springframework.boot.ansi.AnsiColor;
1353:             2             88  [Lsun.security.jca.ProviderConfig; (java.base@14.0.1)
1354:             1             88  io.micrometer.core.instrument.composite.CompositeMeterRegistry
1355:             1             88  org.apache.catalina.webresources.StandardRoot
1356:             1             88  org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator
1357:             1             88  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration$$EnhancerBySpringCGLIB$$bee50937
1358:             1             88  org.springframework.jmx.export.annotation.AnnotationMBeanExporter
1359:             1             88  sun.nio.cs.CharsetMapping (java.base@14.0.1)
1360:             2             80  [F (java.base@14.0.1)
1361:             2             80  [Lcom.netflix.servo.annotations.DataSourceType;
1362:             1             80  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@14.0.1)
1363:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@14.0.1)
1364:             5             80  [Ljava.util.regex.IntHashSet; (java.base@14.0.1)
1365:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@14.0.1)
1366:             5             80  [Ljavax.management.modelmbean.ModelMBeanConstructorInfo; (java.management@14.0.1)
1367:             5             80  [Ljavax.management.modelmbean.ModelMBeanNotificationInfo; (java.management@14.0.1)
1368:             2             80  [Ljavax.servlet.DispatcherType;
1369:             2             80  [Ljavax.validation.executable.ExecutableType;
1370:             1             80  [Ljavax.websocket.CloseReason$CloseCodes;
1371:             2             80  [Lorg.springframework.context.annotation.FilterType;
1372:             2             80  [Lorg.springframework.http.HttpStatus$Series;
1373:             2             80  [[S (java.base@14.0.1)
1374:             2             80  com.ctc.wstx.util.SymbolTable
1375:             1             80  com.google.gson.Gson
1376:             5             80  com.netflix.config.PropertyWrapper$1
1377:             5             80  com.netflix.config.PropertyWrapper$2
1378:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@14.0.1)
1379:             2             80  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2 (java.xml@14.0.1)
1380:             2             80  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription (java.xml@14.0.1)
1381:             2             80  com.sun.org.apache.xerces.internal.impl.validation.ValidationState (java.xml@14.0.1)
1382:             5             80  com.sun.proxy.$Proxy49
1383:             5             80  com.sun.proxy.jdk.proxy1.$Proxy95 (jdk.proxy1@)
1384:             5             80  freemarker.log._JULLoggerFactory$JULLogger
1385:             2             80  io.micrometer.core.instrument.TimeGauge$Builder
1386:             2             80  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics$$Lambda$441/0x0000000800f8b440
1387:             2             80  java.io.BufferedInputStream (java.base@14.0.1)
1388:             2             80  java.io.BufferedWriter (java.base@14.0.1)
1389:             2             80  java.io.PrintStream (java.base@14.0.1)
1390:             2             80  java.lang.ModuleLayer (java.base@14.0.1)
1391:             2             80  java.lang.VirtualMachineError (java.base@14.0.1)
1392:             2             80  java.lang.invoke.VarHandleReferences$Array (java.base@14.0.1)
1393:             2             80  java.lang.module.Configuration (java.base@14.0.1)
1394:             5             80  java.net.URLPermission$Authority (java.base@14.0.1)
1395:             2             80  java.util.Locale$Category (java.base@14.0.1)
1396:             2             80  java.util.Spliterators$IteratorSpliterator (java.base@14.0.1)
1397:             1             80  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@14.0.1)
1398:             2             80  java.util.regex.Pattern$Loop (java.base@14.0.1)
1399:             2             80  jdk.internal.loader.AbstractClassLoaderValue$Memoizer (java.base@14.0.1)
1400:             2             80  jdk.internal.org.objectweb.asm.ClassReader (java.base@14.0.1)
1401:             5             80  jdk.internal.reflect.ClassDefiner$1 (java.base@14.0.1)
1402:             1             80  org.apache.catalina.core.StandardService
1403:             1             80  org.apache.catalina.startup.Tomcat$SimpleRealm
1404:             1             80  org.apache.coyote.RequestGroupInfo
1405:             2             80  org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl
1406:             2             80  org.springframework.asm.ClassReader
1407:             2             80  org.springframework.beans.propertyeditors.CustomBooleanEditor
1408:             1             80  org.springframework.boot.autoconfigure.web.servlet.WelcomePageHandlerMapping
1409:             2             80  org.springframework.boot.context.properties.ConfigurationPropertiesBinder
1410:             2             80  org.springframework.boot.context.properties.bind.Binder$Context
1411:             5             80  org.springframework.boot.context.properties.source.SpringConfigurationPropertySources$$Lambda$73/0x0000000800bef840
1412:             2             80  org.springframework.cglib.core.EmitUtils$12
1413:             2             80  org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$7011bbb4
1414:             2             80  org.springframework.cloud.context.properties.ConfigurationPropertiesBeans
1415:             2             80  org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader
1416:             2             80  org.springframework.context.event.EventListenerMethodProcessor
1417:             2             80  org.springframework.context.expression.StandardBeanExpressionResolver
1418:             5             80  org.springframework.core.$Proxy85
1419:             5             80  org.springframework.core.env.MutablePropertySources
1420:             2             80  org.springframework.expression.spel.support.ReflectivePropertyAccessor
1421:             2             80  org.springframework.jndi.support.SimpleJndiBeanFactory
1422:             1             80  org.springframework.web.servlet.handler.BeanNameUrlHandlerMapping
1423:             1             80  org.springframework.web.servlet.mvc.method.annotation.ExceptionHandlerExceptionResolver
1424:             2             80  sun.management.MemoryManagerImpl (java.management@14.0.1)
1425:             1             80  sun.text.normalizer.NormalizerImpl (java.base@14.0.1)
1426:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@14.0.1)
1427:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@14.0.1)
1428:             1             80  sun.util.locale.provider.LocaleProviderAdapter$NonExistentAdapter (java.base@14.0.1)
1429:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@14.0.1)
1430:             3             72  [Ljavax.validation.constraintvalidation.ValidationTarget;
1431:             4             72  [Lorg.springframework.core.annotation.AnnotationAttributes;
1432:             1             72  ch.qos.logback.core.ConsoleAppender
1433:             3             72  ch.qos.logback.core.pattern.FormatInfo
1434:             3             72  ch.qos.logback.core.spi.FilterReply
1435:             3             72  ch.qos.logback.core.subst.Tokenizer$TokenizerState
1436:             3             72  com.fasterxml.jackson.databind.PropertyName
1437:             3             72  com.fasterxml.jackson.databind.ser.std.NumberSerializer
1438:             1             72  com.fasterxml.jackson.dataformat.xml.JacksonXmlModule
1439:             3             72  com.fasterxml.jackson.datatype.jsr310.deser.JSR310StringParsableDeserializer
1440:             1             72  com.fasterxml.jackson.module.paramnames.ParameterNamesModule
1441:             3             72  com.netflix.appinfo.DataCenterInfo$Name
1442:             3             72  com.netflix.servo.annotations.DataSourceLevel
1443:             3             72  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager (java.xml@14.0.1)
1444:             1             72  freemarker.ext.beans.BeansWrapper
1445:             3             72  freemarker.ext.beans.StaticModels
1446:             3             72  freemarker.ext.beans._EnumModels
1447:             1             72  freemarker.template.DefaultObjectWrapper
1448:             1             72  freemarker.template.SimpleObjectWrapper
1449:             3             72  io.micrometer.core.instrument.binder.jvm.GcGenerationAge
1450:             3             72  io.micrometer.core.instrument.config.MeterFilterReply
1451:             3             72  java.lang.NamedPackage (java.base@14.0.1)
1452:             3             72  java.lang.WeakPairMap (java.base@14.0.1)
1453:             3             72  java.lang.annotation.RetentionPolicy (java.base@14.0.1)
1454:             1             72  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL (java.base@14.0.1)
1455:             3             72  java.lang.invoke.InvokerBytecodeGenerator$CpPatch (java.base@14.0.1)
1456:             3             72  java.lang.invoke.StringConcatFactory$Mode (java.base@14.0.1)
1457:             1             72  java.security.SecureRandom (java.base@14.0.1)
1458:             3             72  java.time.format.ResolverStyle (java.base@14.0.1)
1459:             3             72  java.util.regex.Pattern$Prolog (java.base@14.0.1)
1460:             3             72  java.util.stream.Collector$Characteristics (java.base@14.0.1)
1461:             3             72  java.util.stream.MatchOps$$Lambda$238/0x0000000800d71c40 (java.base@14.0.1)
1462:             3             72  java.util.stream.MatchOps$1MatchSink (java.base@14.0.1)
1463:             3             72  java.util.stream.MatchOps$MatchKind (java.base@14.0.1)
1464:             3             72  java.util.stream.MatchOps$MatchOp (java.base@14.0.1)
1465:             3             72  java.util.stream.ReferencePipeline$2$1 (java.base@14.0.1)
1466:             3             72  javax.management.ObjectInstance (java.management@14.0.1)
1467:             3             72  javax.servlet.SessionTrackingMode
1468:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@14.0.1)
1469:             3             72  jdk.internal.misc.Signal (java.base@14.0.1)
1470:             3             72  jdk.internal.module.IllegalAccessLogger$Mode (java.base@14.0.1)
1471:             3             72  jdk.xml.internal.JdkXmlFeatures (java.xml@14.0.1)
1472:             1             72  org.apache.catalina.servlets.DefaultServlet
1473:             3             72  org.hibernate.validator.internal.metadata.raw.ConfigurationSource
1474:             3             72  org.hibernate.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType
1475:             3             72  org.hibernate.validator.resourceloading.PlatformResourceBundleLocator
1476:             3             72  org.joda.time.format.DateTimeFormat$StyleFormatter
1477:             3             72  org.slf4j.helpers.FormattingTuple
1478:             3             72  org.springframework.aop.scope.DefaultScopedObject
1479:             3             72  org.springframework.aop.support.DefaultIntroductionAdvisor
1480:             3             72  org.springframework.aop.support.DelegatingIntroductionInterceptor
1481:             3             72  org.springframework.aop.target.EmptyTargetSource
1482:             3             72  org.springframework.beans.factory.annotation.Autowire
1483:             3             72  org.springframework.beans.factory.config.YamlProcessor$ResolutionMethod
1484:             3             72  org.springframework.beans.factory.support.ConstructorResolver
1485:             3             72  org.springframework.beans.factory.support.DefaultListableBeanFactory$FactoryAwareOrderSourceProvider
1486:             3             72  org.springframework.boot.Banner$Mode
1487:             3             72  org.springframework.boot.WebApplicationType
1488:             3             72  org.springframework.boot.actuate.autoconfigure.endpoint.jmx.JmxEndpointAutoConfiguration$$EnhancerBySpringCGLIB$$4c1a6a0$$FastClassBySpringCGLIB$$543b1
1489:             3             72  org.springframework.boot.actuate.autoconfigure.endpoint.jmx.JmxEndpointAutoConfiguration$$FastClassBySpringCGLIB$$68211204
1490:             3             72  org.springframework.boot.actuate.autoconfigure.info.OnEnabledInfoContributorCondition
1491:             3             72  org.springframework.boot.actuate.autoconfigure.metrics.SystemMetricsAutoConfiguration$$EnhancerBySpringCGLIB$$2639d0c5$$FastClassBySpringCGLIB$$1d6aa4f8
1492:             3             72  org.springframework.boot.actuate.autoconfigure.metrics.SystemMetricsAutoConfiguration$$FastClassBySpringCGLIB$$56d73c89
1493:             3             72  org.springframework.boot.actuate.autoconfigure.web.ManagementContextType
1494:             3             72  org.springframework.boot.actuate.autoconfigure.web.server.ManagementPortType
1495:             3             72  org.springframework.boot.actuate.endpoint.OperationType
1496:             3             72  org.springframework.boot.actuate.endpoint.web.WebEndpointHttpMethod
1497:             3             72  org.springframework.boot.actuate.health.ShowDetails
1498:             3             72  org.springframework.boot.ansi.AnsiOutput$Enabled
1499:             3             72  org.springframework.boot.autoconfigure.condition.ConditionMessage$Builder
1500:             3             72  org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type
1501:             3             72  org.springframework.boot.autoconfigure.condition.SearchStrategy
1502:             3             72  org.springframework.boot.autoconfigure.freemarker.FreeMarkerServletWebConfiguration$$EnhancerBySpringCGLIB$$671033a1$$FastClassBySpringCGLIB$$9b4b4be4
1503:             3             72  org.springframework.boot.autoconfigure.freemarker.FreeMarkerServletWebConfiguration$$FastClassBySpringCGLIB$$33659fe5
1504:             3             72  org.springframework.boot.autoconfigure.gson.GsonAutoConfiguration$$EnhancerBySpringCGLIB$$92b2cc41$$FastClassBySpringCGLIB$$71a2bf9a
1505:             3             72  org.springframework.boot.autoconfigure.gson.GsonAutoConfiguration$$FastClassBySpringCGLIB$$ecf1c485
1506:             3             72  org.springframework.boot.autoconfigure.web.ErrorProperties$IncludeStacktrace
1507:             1             72  org.springframework.boot.autoconfigure.web.ServerProperties
1508:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$60e8d41c$$FastClassBySpringCGLIB$$9919f108
1509:             3             72  org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$FastClassBySpringCGLIB$$99958c00
1510:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$EnhancerBySpringCGLIB$$7fa3be3c$$FastClassBySpringCGLIB$$a39f12ed
1511:             3             72  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$$FastClassBySpringCGLIB$$75715220
1512:             3             72  org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata$$Lambda$264/0x0000000800daa840
1513:             3             72  org.springframework.boot.context.properties.bind.BindConverter$ResolvableTypeDescriptor
1514:             3             72  org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConversionService
1515:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyName$Form
1516:             3             72  org.springframework.boot.context.properties.source.ConfigurationPropertyState
1517:             1             72  org.springframework.boot.jackson.JsonComponentModule
1518:             3             72  org.springframework.boot.loader.jar.JarFile$JarFileType
1519:             3             72  org.springframework.boot.origin.OriginTrackedValue
1520:             3             72  org.springframework.cloud.client.CommonsClientAutoConfiguration$DiscoveryLoadBalancerConfiguration$$EnhancerBySpringCGLIB$$d83e4a93$$FastClassBySpringCGLIB$$b97b75ef
1521:             3             72  org.springframework.cloud.client.CommonsClientAutoConfiguration$DiscoveryLoadBalancerConfiguration$$FastClassBySpringCGLIB$$23d30a97
1522:             3             72  org.springframework.cloud.client.actuator.HasFeatures
1523:             3             72  org.springframework.cloud.commons.httpclient.HttpClientConfiguration$ApacheHttpClientConfiguration$$EnhancerBySpringCGLIB$$3cee9dfb$$FastClassBySpringCGLIB$$73a19791
1524:             3             72  org.springframework.cloud.commons.httpclient.HttpClientConfiguration$ApacheHttpClientConfiguration$$FastClassBySpringCGLIB$$df7d58ff
1525:             3             72  org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration$$EnhancerBySpringCGLIB$$777ab4d3$$FastClassBySpringCGLIB$$9cd3870d
1526:             3             72  org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration$$FastClassBySpringCGLIB$$24d46cd7
1527:             3             72  org.springframework.core.type.classreading.CachingMetadataReaderFactory
1528:             3             72  org.springframework.expression.TypedValue
1529:             3             72  org.springframework.expression.spel.SpelCompilerMode
1530:             3             72  org.springframework.format.datetime.joda.JodaTimeFormatterRegistrar$Type
1531:             3             72  org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type
1532:             3             72  org.springframework.http.converter.ByteArrayHttpMessageConverter
1533:             3             72  org.springframework.jmx.support.RegistrationPolicy
1534:             3             72  org.springframework.util.LinkedCaseInsensitiveMap
1535:             3             72  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1536:             3             72  org.springframework.web.servlet.mvc.method.annotation.RequestAttributeMethodArgumentResolver
1537:             3             72  org.springframework.web.servlet.mvc.method.annotation.SessionAttributeMethodArgumentResolver
1538:             3             72  org.springframework.web.servlet.resource.DefaultResourceTransformerChain
1539:             3             72  org.yaml.snakeyaml.DumperOptions$FlowStyle
1540:             3             72  org.yaml.snakeyaml.DumperOptions$LineBreak
1541:             3             72  org.yaml.snakeyaml.introspector.BeanAccess
1542:             3             72  sun.management.LazyCompositeData$$Lambda$482/0x0000000800fc1c40 (java.management@14.0.1)
1543:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@14.0.1)
1544:             3             72  sun.nio.cs.ext.EUC_KR (jdk.charsets@14.0.1)
1545:             3             72  sun.security.provider.NativePRNG$Variant (java.base@14.0.1)
1546:             3             72  sun.text.normalizer.CodePointTrie$ValueWidth (java.base@14.0.1)
1547:             2             64  [Lcom.google.common.collect.MapMakerInternalMap$Segment;
1548:             2             64  [Lcom.netflix.servo.annotations.DataSourceLevel;
1549:             2             64  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State; (java.xml@14.0.1)
1550:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@14.0.1)
1551:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@14.0.1)
1552:             2             64  [Ljava.net.InetAddress; (java.base@14.0.1)
1553:             2             64  [Ljava.nio.charset.CoderResult; (java.base@14.0.1)
1554:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@14.0.1)
1555:             2             64  [Ljavax.annotation.meta.When;
1556:             2             64  [Ljavax.servlet.SessionTrackingMode;
1557:             1             64  [Lorg.apache.catalina.LifecycleState;
1558:             2             64  [Lorg.apache.tomcat.util.descriptor.web.FilterMap;
1559:             2             64  [Lorg.springframework.beans.factory.annotation.Autowire;
1560:             2             64  [Lorg.springframework.boot.WebApplicationType;
1561:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.web.ManagementContextType;
1562:             2             64  [Lorg.springframework.boot.actuate.autoconfigure.web.server.ManagementPortType;
1563:             2             64  [Lorg.springframework.boot.actuate.endpoint.OperationType;
1564:             2             64  [Lorg.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type;
1565:             2             64  [Lorg.springframework.boot.autoconfigure.condition.SearchStrategy;
1566:             2             64  [Lorg.springframework.context.annotation.ScopedProxyMode;
1567:             2             64  [Lorg.springframework.format.datetime.joda.JodaTimeFormatterRegistrar$Type;
1568:             2             64  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
1569:             2             64  [Lorg.yaml.snakeyaml.nodes.NodeId;
1570:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget; (java.base@14.0.1)
1571:             1             64  ch.qos.logback.classic.PatternLayout
1572:             2             64  ch.qos.logback.core.joran.spi.ConsoleTarget
1573:             2             64  ch.qos.logback.core.util.COWArrayList
1574:             2             64  ch.qos.logback.core.util.CachingDateFormatter
